	words	loglike
758	abgibt	1.6100940911077162
759	abging	0.352384416353273
760	abgingen	0.16489241571054136
761	abglanz	0.6941142479302211
762	abgleich	
763	abgleichen	4.046781070402735
764	abgleiten	0.7564633649147703
765	abglich	0.0038701608486982203
766	abglitt	
767	abglitten	
768	abgrasen	
769	abgreifen	
770	abgrenzte	0.015480643394792881
771	abgrenzten	
772	abgrenzung	
773	abgrenzungen	
774	abgrund	0.003497092077204056
775	abgrundes	
776	abgrunds	4.31508753719299
777	abgrundtief	0.40348483459908824
778	abgrundtiefe	1.3685172577697378
779	abgrundtiefen	1.1131128872914524
780	abgrundtiefer	4.859459552759205
781	abgrundtiefes	
782	abgräbt	
783	abgründe	1.804717711910497
784	abgründen	0.9448626140266274
785	abgänge	
786	abgängig	2.904728198163319
787	abgöttisch	0.027091125940887473
788	abgöttischer	0.01137369645782385
789	abhaben	0.42059795181709037
790	abhacken	1.1442812306660473
791	abhaken	0.6869183105534886
792	abhakte	0.22712853979149827
793	abhalte	1.6943102676377806
794	abhalten	0.3864023855880916
795	abhandeln	3.8052780119993814
796	abhanden	0.18090101091818012
797	abhandengekommen	0.9036632173384014
798	abhandlung	0.01137369645782385
799	abhandlungen	0.01137369645782385
800	abhang	0.7910613108302247
801	abhangs	
802	abhauen	14.791074856527853
803	abhaust	2.536852007999588
804	abhaut	0.9448626140266274
805	abheben	0.670770576437576
806	abhebt	1.6943102676377806
807	abheilen	
808	abhelfen	0.0641829466112811
809	abhetzen	0.0038701608486982203
810	abhielt	1.5554574638932088
811	abhielten	2.933790672156533
812	abhilfe	3.8260442358769087
813	abhimonda	
814	abhing	3.1794460172997407
815	abhob	22.30585350029431
816	abhoben	0.13752609263379378
817	abhold	0.06707705764375754
818	abhole	0.0918888529898525
819	abholen	42.91137968844254
820	abholer	
821	abholst	1.4668953360782666
822	abholt	1.070000864370276
823	abholte	5.296438426304906
824	abholten	0.2012311729312639
825	abholung	0.6813856193744949
826	abholzen	0.04774696196509198
827	abholzung	0.7334476680391333
828	abholzungsrechte	
829	abhorchen	0.06707705764375754
830	abhält	1.3859541437021394
831	abhänge	1.128654403443786
832	abhängen	19.540070957589155
833	abhängig	0.5625522821245532
834	abhängigen	0.0641829466112811
835	abhängigkeit	0.7621453944907346
836	abhängigkeitsverhältnis	
837	abhängt	0.9852917428510115
838	abhöraktion	
839	abhöranlage	
840	abhöranlagen	
841	abhöreinrichtungen	
842	abhören	6.061142488980266
843	abhörgenehmigung	
844	abhörgerät	
845	abhörgeräte	
846	abhörgeräten	
847	abhörsicher	
848	abhörsichere	
849	abhörsicheren	
850	abhörspezialisten	
851	abhört	0.06707705764375754
852	abhörte	
853	abhörtechnik	
854	abhörten	
855	abhörvorrichtungen	
856	abi	3.5189495003084046
857	abigail	
858	abigails	
859	abitur	53.8116763439657
860	abiturienten	1.6943102676377806
861	abjagen	
862	abkam	1.8277603182253914
863	abkanzeln	0.2593052956973434
864	abkapseln	
865	abkapselte	
866	abkassieren	0.7564633649147703
867	abkassiert	0.9448626140266274
868	abkaufen	6.7455639363813855
869	abkauft	0.0641829466112811
870	abkaufte	1.570562418769153
871	abkehr	0.15881939782336463
872	abkippen	
873	abklang	
874	abklangen	
875	abklappern	0.0024164990877648673
876	abklatsch	
877	abklatschen	
878	abklemmen	
879	abklingen	1.3339080543248745
880	abklingenden	
881	abklingt	
882	abklopfen	0.0038701608486982203
883	abklopfte	0.0012082495438824337
884	abklären	0.26830823057503017
885	abknallen	6.777990356926791
886	abknicken	
887	abknickte	
888	abknöpfen	1.6943102676377806
889	abkommandiert	3.259909477805357
890	abkommen	7.180979615632436
891	abkommens	
892	abkoppeln	
893	abkratzen	
894	abkratzt	
895	abkömmlich	0.8411959036341807
896	abkömmling	
897	abkömmlinge	
898	abkühlen	4.7409422285194776
899	abkühlt	0.0641829466112811
900	abkühlte	2.0047410492979036
901	abkühlten	0.0641829466112811
902	abkühlung	10.072062321976333
903	abkürzen	0.05113798390812685
904	abkürzung	1.8843180850061394
905	abkürzungen	0.43115294307346996
906	abladen	2.1062762246734206
907	ablage	6.133970440213611
908	ablagefläche	
909	ablagekorb	
910	ablagen	0.04774696196509198
911	ablagerung	
912	ablagerungen	
913	ablas	0.3850976796676888
914	ablassen	1.261793855451271
915	ablauf	7.725889408154135
916	ablaufen	0.127715308007041
917	ablaufende	1.128654403443786
918	ablaufenden	1.128654403443786
919	ablaufplan	
920	able	
921	ableben	3.0530871799067487
922	ablebens	
923	ablecken	
924	ableckte	
925	ablegen	0.5470619336389735
926	ableger	
927	ablegst	
928	ablegt	
929	ablegte	0.01142254359123629
930	ablegten	
931	ablehne	1.8881480045931625
932	ablehnen	8.569041229881854
933	ablehnend	5.150470447345544
934	ablehnende	0.025443952110248413
